,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,Registered city,Price
277,Volkswagen,Jetta,2005,Silver,Nigerian Used,210658,2000,Registered,Registered,LAGOS,1575000.0
278,Toyota,Camry,2004,Blue,Nigerian Used,461400,2400,Registered,Registered,LAGOS,1575000.0
279,Toyota,Camry,2003,Silver,Nigerian Used,241587,2400,Registered,Registered,,2700000.0
280,Mercedes-Benz,C300,2012,Black,Nigerian Used,237157,3000,Registered,Imported,ABUJA,7592000.0
281,Lexus,RX 330,2006,Silver,Nigerian Used,17444,3000,Registered,Registered,LAGOS,3990000.0
282,Mercedes-Benz,C300,2012,Black,Nigerian Used,110579,3000,Registered,Registered,,4410000.0
283,Kia,Rio,2012,White,Nigerian Used,110444,1200,Registered,Brand new,Lagos,1365000.0
284,Toyota,Sienna,2005,Red,Nigerian Used,427744,3300,Registered,Imported,Lagos,2250000.0
285,Toyota,Venza,2011,Silver,Foreign Used,155365,3500,Imported,Imported,,10125000.0
286,Ford,Edge,2008,Gray,Nigerian Used,235998,3500,Registered,Registered,ABUJA,2581875.0
287,Honda,Pilot,2013,Blue,Foreign Used,214273,3500,Imported,Imported,,6300000.0
288,Toyota,Camry,2005,Green,Nigerian Used,203093,3300,Registered,Registered,ABUJA,2100000.0
289,Ford,Escape,2005,Black,Nigerian Used,167701,3000,Registered,Imported,Lagos,2475000.0
290,Toyota,Corolla,2004,Silver,Nigerian Used,320060,1800,Registered,Registered,LAGOS,2100000.0
291,Peugeot,508,2015,Brown,Nigerian Used,175414,2200,Registered,Brand new,NASARAWA,8400000.0
292,Peugeot,407,2002,Gray,Nigerian Used,99999,2200,Registered,Imported,,2520000.0
293,Toyota,Camry,2004,Gold,Nigerian Used,247831,3300,Registered,Registered,LAGOS,1890000.0
294,Mazda,MPV,2001,Silver,Nigerian Used,345277,2500,Registered,Imported,LAGOS,1155000.0
295,Peugeot,206,2003,Green,Nigerian Used,202521,1600,Registered,Registered,KADUNA,798000.0
296,Lexus,RX 400h,2006,White,Nigerian Used,352770,3300,Registered,Imported,,3150000.0
297,Chevrolet,Suburban,2015,White,Nigerian Used,110627,5300,Registered,Imported,LAGOS,26250000.0
298,Toyota,Sienna,2005,Blue,Nigerian Used,196031,3300,Registered,Imported,LAGOS,2310000.0
299,Mercedes-Benz,GLK-Class,2010,Silver,Nigerian Used,151205,3500,Registered,Imported,ABUJA,6300000.0
300,Toyota,Yaris,2008,Black,Nigerian Used,433234,1500,Registered,Registered,EDO,2137500.0
301,Toyota,Corolla,2009,Black,Nigerian Used,106137,1800,Registered,Registered,Lagos,3177999.0
302,Honda,Accord,2007,Silver,Nigerian Used,142576,2400,Registered,Registered,LAGOS,1368150.0
303,Lexus,ES,2008,Silver,Nigerian Used,335935,3500,Registered,Registered,Lagos,3150000.0
304,Lexus,RX,2007,White,Nigerian Used,135964,3500,Registered,Registered,,4368000.0
305,Toyota,Highlander,2005,Black,Nigerian Used,185014,3300,Registered,Registered,ABUJA,3796000.0
306,Toyota,Camry,2002,White,Nigerian Used,411485,2400,Registered,Registered,Lagos,1872000.0
307,Toyota,Sienna,2006,Silver,Foreign Used,183215,3300,Imported,Imported,,5250000.0
308,Toyota,Highlander,2015,Silver,Nigerian Used,126931,3500,Registered,Imported,,12600000.0
309,Honda,Pilot,2011,White,Foreign Used,74,3500,Imported,Imported,,7350000.0
310,Lexus,ES,2007,Blue,Nigerian Used,171555,3500,Registered,Registered,,2730000.0
311,Kia,Rio,2014,Silver,Nigerian Used,96264,1200,Registered,Registered,LAGOS,1462500.0
312,Lexus,GX,2015,Black,Foreign Used,228561,4600,Imported,Imported,,29400000.0
313,Lexus,ES,2003,Silver,Nigerian Used,178649,3000,Registered,Imported,LAGOS,3432000.0
314,Chrysler,Town&Country,2008,Black,Nigerian Used,70772,3800,Registered,Imported,RIVERS,2625000.0
315,Mercedes-Benz,C350,2012,White,Foreign Used,74105,3500,Imported,Imported,,7764750.0
316,Mercedes-Benz,GL-Class,2008,Black,Nigerian Used,161423,4600,Registered,Imported,,5625000.0
317,Mercedes-Benz,GLE-Class,2016,White,Nigerian Used,118178,3500,Registered,Imported,,18000000.0
318,Mercedes-Benz,GL-Class,2010,Blue,Foreign Used,319724,4700,Imported,Imported,,19240000.0
319,Lexus,GX,2003,Black,Nigerian Used,130952,4700,Registered,Registered,ABUJA,3570000.0
320,Honda,CR-V,2007,Red,Nigerian Used,133787,2400,Registered,Registered,Lagos,2415000.0
321,Lexus,GX,2018,Black,Nigerian Used,14120,4600,Registered,Imported,Abuja,15750000.0
322,Volvo,S80,1999,Silver,Nigerian Used,350308,2400,Registered,Imported,LAGOS,2475000.0
323,Toyota,Corolla,2010,Gray,Foreign Used,164633,1800,Imported,Imported,,4515000.0
324,Volkswagen,Passat,2006,Green,Nigerian Used,327241,2000,Registered,Registered,LAGOS,2137500.0
325,Toyota,Sienna,2004,Gray,Nigerian Used,353406,3300,Registered,Imported,LAGOS,3952000.0
326,Nissan,Xterra,2001,Black,Nigerian Used,297546,3300,Registered,Registered,LAGOS,1890000.0
327,Lexus,RX 350,2008,Beige,Nigerian Used,185082,3500,Registered,Imported,Lagos,4016250.0
328,Lexus,RX 300,1999,Black,Nigerian Used,198124,3300,Registered,Registered,,1932000.0
329,Mercedes-Benz,GLE-Class,2016,White,Foreign Used,119620,3500,Imported,Imported,,24097500.0
330,Honda,Crosstour,2012,Black,Nigerian Used,93292,3500,Registered,Registered,,4305000.0
331,Toyota,RAV4,2007,Silver,Nigerian Used,292821,2400,Registered,Imported,LAGOS,3675000.0
332,Toyota,Camry,2009,Gray,Nigerian Used,240072,2400,Registered,Imported,LAGOS,3937500.0
333,Peugeot,206,2004,Blue,Nigerian Used,155660,1600,Registered,Imported,LAGOS,945000.0
334,Toyota,Corolla,2006,Silver,Nigerian Used,237659,1800,Registered,Registered,ABUJA,2812500.0
335,Toyota,Camry,2006,Gray,Nigerian Used,167831,2400,Registered,Registered,LAGOS,2808000.0
336,Toyota,Sienna,1999,Red,Nigerian Used,108271,3000,Registered,Registered,LAGOS,1768000.0
337,Toyota,Camry,2003,Gray,Nigerian Used,465717,2400,Registered,Registered,,1785000.0
338,Mercedes-Benz,C300,2013,White,Foreign Used,59362,3500,Imported,Imported,,7965562.0
339,Toyota,Avalon,2000,Silver,Nigerian Used,186739,3000,Registered,Registered,LAGOS,1575000.0
340,Mercedes-Benz,M Class,2007,Black,Foreign Used,127515,3500,Imported,Imported,,6510000.0
341,Lexus,IS,2007,Gold,Nigerian Used,142547,3500,Registered,Registered,Lagos,2812500.0
342,Mercedes-Benz,C300,2009,Black,Foreign Used,159436,3500,Imported,Imported,,4725000.0
343,Volkswagen,Passat,2008,Gray,Nigerian Used,341400,3600,Registered,Registered,,1680000.0
344,Ford,Mondeo,2005,Purple,Nigerian Used,205965,1800,Registered,Registered,Abuja,1260000.0
345,Lexus,ES,2003,Silver,Nigerian Used,173082,3500,Registered,Registered,,2808000.0
346,Mercedes-Benz,C300,2016,Blue,Nigerian Used,149206,2000,Registered,Imported,,10500000.0
347,Toyota,Sienna,2012,Green,Foreign Used,256935,3500,Imported,Imported,,14040000.0
348,Kia,Rio,2014,Black,Nigerian Used,103481,1400,Registered,Registered,Lagos,2415000.0
349,Peugeot,407,2002,Black,Nigerian Used,244619,1800,Registered,Registered,LAGOS,1575000.0
350,Toyota,Tundra,2001,Black,Nigerian Used,266276,4700,Registered,Registered,,2730000.0
351,Lexus,ES,2002,Silver,Nigerian Used,216626,3000,Registered,Registered,OGUN,2310000.0
352,BMW,550i,2010,Black,Nigerian Used,193350,4400,Registered,Registered,,7350000.0
353,Peugeot,408,2011,Black,Nigerian Used,143808,2000,Registered,Registered,Nasarawa state,3150000.0
354,Mercedes-Benz,GL-Class,2007,Teal,Nigerian Used,195317,4700,Registered,Imported,LAGOS,6187500.0
355,Honda,Accord,2008,Burgandy,Nigerian Used,119426,2400,Registered,Registered,Abuja,2467500.0
356,Lexus,RX,2002,Beige,Nigerian Used,123387,3000,Registered,Registered,,2310000.0
357,Nissan,Quest,2006,Red,Nigerian Used,395858,3500,Registered,Imported,LAGOS,2100000.0
358,Toyota,Camry,2010,Gold,Nigerian Used,145902,2400,Registered,Imported,LAGOS,3675000.0
359,Toyota,Camry,2008,Silver,Nigerian Used,173186,2400,Registered,Registered,Lagos,3744000.0
360,Toyota,Camry,2003,Silver,Nigerian Used,225938,2400,Registered,Imported,LAGOS,1932000.0
361,Ford,Explorer,2013,Black,Nigerian Used,239836,3300,Registered,Registered,ABUJA,5962500.0
362,Toyota,Highlander,2004,Black,Nigerian Used,53060,3300,Registered,Registered,EDO,3640000.0
363,Toyota,Sienna,2009,Gray,Nigerian Used,186990,3500,Registered,Registered,Lagos,5720000.0
364,Toyota,Sienna,2004,Gold,Nigerian Used,181658,3000,Registered,Registered,ABUJA,1912500.0
365,Toyota,Sienna,2006,Teal,Nigerian Used,339894,3300,Registered,Imported,,2310000.0
366,Mitsubishi,SpaceRunner,1999,Gray,Nigerian Used,275231,2000,Registered,Registered,Lagos,840000.0
367,Ford,Explorer,2003,Black,Nigerian Used,230941,4000,Registered,Registered,OGUN,1400000.0
368,Toyota,RAV4,2009,Gold,Nigerian Used,235691,2500,Registered,Imported,Lagos State,4680000.0
369,Kia,Rio,2013,Silver,Nigerian Used,93304,1600,Registered,Registered,,3993750.0
370,Honda,Civic,2007,Burgandy,Nigerian Used,307149,1800,Registered,Registered,Abuja,2047500.0
371,Toyota,Sienna,2006,Blue,Nigerian Used,166479,3300,Registered,Imported,,3640000.0
372,Kia,Sorento,2006,Blue,Nigerian Used,122253,2700,Registered,Registered,"FCT, ABUJA",2625000.0
373,Mitsubishi,Pajero,2002,Silver,Foreign Used,141821,3500,Imported,Imported,,3675000.0
374,Mitsubishi,L200,2014,White,Nigerian Used,271964,2500,Registered,Registered,,9360000.0
375,Toyota,RAV4,2008,Red,Nigerian Used,190980,2500,Registered,Imported,Lagos,3675000.0
376,Toyota,Camry,2008,Gold,Nigerian Used,138818,3500,Registered,Imported,,4368000.0
377,Toyota,Sienna,2008,Black,Foreign Used,98411,3500,Imported,Imported,,6240000.0
378,Toyota,Highlander,2010,Black,Nigerian Used,155128,2700,Registered,Registered,ABUJA,5565000.0
379,Kia,Cerato,2009,Black,Nigerian Used,99763,1600,Registered,Registered,,1260000.0
380,Acura,TSX,2004,Silver,Nigerian Used,123523,2800,Registered,Registered,Lagos,1522500.0
381,Nissan,Armada,2017,Gray,Nigerian Used,46364,5600,Registered,Imported,Abuja,21000000.0
382,Volkswagen,Passat,2007,Black,Nigerian Used,270971,2000,Registered,Registered,AKWA IBOM,1785000.0
383,Honda,Accord,2004,Silver,Nigerian Used,276581,2400,Registered,Registered,LAGOS,1294125.0
384,Toyota,Sienna,2019,Silver,Foreign Used,66333,3500,Imported,Imported,,24150000.0
385,Acura,MDX,2006,Black,Nigerian Used,14632,3500,Registered,Imported,Lagos,1722000.0
386,Toyota,RAV4,2006,Blue,Nigerian Used,147119,2400,Registered,Registered,ABUJA,3744000.0
387,Porsche,Panamera,2011,Black,Nigerian Used,57325,3600,Registered,Registered,,8610000.0
388,Mercedes-Benz,C-Class,2008,Silver,Nigerian Used,,3000,Registered,Registered,,5250000.0
389,Mercedes-Benz,E350,2007,Black,Nigerian Used,191220,3000,Registered,Registered,Kano,3120000.0
390,Honda,Accord,2006,Gray,Nigerian Used,145158,,Registered,Registered,ABUJA,997500.0
391,Toyota,Camry,2018,Black,Foreign Used,104426,2500,Imported,Imported,,14175000.0
392,Lexus,RX 330,2004,Black,Nigerian Used,78994,3300,Registered,Registered,Lagos,5720000.0
393,Volkswagen,Passat,2006,Blue,Nigerian Used,34648,2000,Registered,Imported,LAGOS,2081250.0
394,Lexus,RX 350,2014,Blue,Foreign Used,81447,3500,Imported,Imported,,13125000.0
395,Lexus,RX 330,2005,Silver,Nigerian Used,1229227,3300,Registered,Registered,ABUJA,5512000.0
396,Toyota,HiAce,2000,Red,Nigerian Used,150635,2700,Registered,Registered,LAGOS,2520000.0
397,Mazda,CX-7,2011,Black,Nigerian Used,164290,2500,Registered,Imported,Lagos,6720000.0
398,Ford,Edge,2011,Gray,Nigerian Used,123521,3800,Registered,Registered,Lagos,3570000.0
399,Mercedes-Benz,M Class,2012,Blue,Nigerian Used,461755,3500,Registered,Imported,Lagos,12480000.0
400,Pontiac,Vibe,2003,Silver,Nigerian Used,114854,1800,Registered,Imported,LAGOS,3375000.0
401,Lexus,RX 350,2017,Blue,Nigerian Used,132457,3500,Registered,Imported,,21000000.0
402,Toyota,Camry,2003,Blue,Nigerian Used,394954,2400,Registered,Imported,,2600000.0
403,Toyota,Sienna,2000,Burgandy,Nigerian Used,115234,3000,Registered,Registered,Lagos,1575000.0
404,Honda,Civic,2004,Gray,Nigerian Used,363956,1800,Registered,Registered,,1071000.0
405,Toyota,RAV4,2009,Gray,Nigerian Used,60134,2500,Registered,Registered,Abuja,4160000.0
406,Toyota,Sequoia,2010,Beige,Foreign Used,263371,5700,Imported,Imported,,15392000.0
407,Lexus,IS,2008,Black,Nigerian Used,101568,2500,Registered,Registered,Abuja,3150000.0
408,Toyota,Sienna,2004,Silver,Nigerian Used,229073,3300,Registered,Imported,,2415000.0
409,Honda,Accord,2014,Gold,Nigerian Used,80124,2400,Registered,Imported,Abuja,5109562.0
410,Hyundai,Sonata,2011,Gray,Foreign Used,383069,2400,Imported,Imported,,4935000.0
411,Honda,Ridgeline,2009,Green,Nigerian Used,107713,3500,Registered,Imported,Lagos,4725000.0
412,Toyota,Sienna,2005,Gold,Nigerian Used,185234,3300,Registered,Registered,Lagos,2940000.0
413,Changan,Eado DT,2023,White,Brand New,773,2000,Brand new,Brand new,,14175000.0
414,Renault,Logan,2008,Green,Nigerian Used,104,1600,Registered,Brand new,LAGOS,1785000.0
415,Hyundai,Sonata,2011,Silver,Nigerian Used,99999,2400,Registered,Registered,KADUNA,3360000.0
416,Hyundai,Tucson,2016,Burgandy,Nigerian Used,78299,2000,Registered,Brand new,,8400000.0
417,Lexus,RX 330,2005,Silver,Nigerian Used,274205,3300,Registered,Imported,LAGOS,3885000.0
418,Toyota,Sienna,2009,Green,Nigerian Used,114824,3500,Registered,Registered,,5512000.0
419,Mercedes-Benz,GL-Class,2008,Silver,Nigerian Used,56488,5500,Registered,Imported,LAGOS,5720000.0
420,Toyota,Camry,2008,Gold,Nigerian Used,136766,3500,Registered,Imported,,3105000.0
421,Nissan,Altima,2009,Black,Nigerian Used,123525,2800,Registered,Registered,Lagos,1260000.0
422,Lexus,ES,2004,Burgandy,Nigerian Used,192389,3300,Registered,Registered,ABUJA,2310000.0
423,Nissan,X-Trail,2003,Gold,Nigerian Used,216526,2000,Registered,Registered,lagos,945000.0
424,Lexus,RX,2004,Blue,Nigerian Used,132678,3300,Registered,Registered,AKWA IBOM,4200000.0
425,Acura,MDX,2003,White,Nigerian Used,481714,3500,Registered,Registered,Lagos,1561875.0
426,Honda,Accord,2004,Black,Nigerian Used,277121,2400,Registered,Registered,,2080000.0
427,Lexus,GS,2003,Silver,Nigerian Used,349022,3000,Registered,Imported,,1575000.0
428,Acura,RDX,2014,White,Foreign Used,257801,3500,Imported,Imported,,16275000.0
429,Nissan,Altima,2007,Gray,Foreign Used,165076,2500,Imported,Imported,,4200000.0
430,Toyota,Sequoia,2007,Blue,Nigerian Used,236226,4700,Registered,Registered,,2625000.0
431,Acura,MDX,2008,Gray,Nigerian Used,108775,3700,Registered,Imported,ABUJA,4992000.0
432,Toyota,Camry,2002,Silver,Nigerian Used,366638,3000,Registered,Registered,ABUJA,2184000.0
433,Lexus,ES,2008,Silver,Nigerian Used,333939,3500,Registered,Imported,LAGOS,4410000.0
434,Mercedes-Benz,C350,2009,Gray,Foreign Used,160932,3000,Imported,Imported,,8437500.0
435,Ford,Edge,2011,Burgandy,Nigerian Used,179640,3500,Registered,Imported,Lagos,4500000.0
436,Ford,Edge,2007,Off white,Nigerian Used,400650,3500,Registered,Registered,LAGOS,3640000.0
437,Toyota,Camry,2004,Black,Nigerian Used,182565,2400,Registered,Registered,LAGOS,1575000.0
438,Toyota,RAV4,2006,Blue,Nigerian Used,108994,3500,Registered,Registered,Lagos,2520000.0
439,Hyundai,Elantra,2013,Gray,Nigerian Used,141859,1800,Registered,Brand new,Lagos,3276000.0
440,Nissan,Pathfinder,2003,Silver,Nigerian Used,126397,3500,Registered,Registered,lagos,1872000.0
441,Mercedes-Benz,GLK-Class,2010,Black,Nigerian Used,85601,3500,Registered,Registered,,5145000.0
442,Honda,Accord,2005,Off white,Nigerian Used,161476,,Registered,Registered,LAGOS,1260000.0
443,Toyota,4-Runner,2006,Black,Nigerian Used,172609,4700,Registered,Imported,LAGOS STATE,2903250.0
444,Honda,Accord,2008,Gray,Nigerian Used,330882,2400,Registered,Registered,,1995000.0
445,Mercedes-Benz,M Class,2010,Silver,Nigerian Used,188194,3500,Registered,Imported,Lagos,5980000.0
446,Nissan,Rogue,2010,Black,Nigerian Used,85698,2500,Registered,Imported,,3150000.0
447,Toyota,Corolla,2014,Black,Nigerian Used,198521,1800,Registered,Registered,A,5355000.0
448,Toyota,Camry,2016,Black,Nigerian Used,105807,2500,Registered,Imported,LAGOS,6720000.0
449,Toyota,Camry,2003,Blue,Nigerian Used,184622,2400,Registered,Registered,Abuja,1890000.0
450,Toyota,Camry,2004,Black,Nigerian Used,404472,2400,Registered,Registered,LAGOS,1995000.0
451,Mercedes-Benz,E350,2014,Brown,Nigerian Used,126566,3500,Registered,Registered,LAGOS,7560000.0
452,Toyota,Corolla,2008,Gray,Nigerian Used,214521,1800,Registered,Imported,LAGOS,3848000.0
453,Honda,Accord,2010,Gray,Nigerian Used,170619,2400,Registered,Registered,Rivers,2100000.0
454,Honda,Accord,2007,Black,Nigerian Used,203282,2400,Registered,Registered,lagos,2080000.0
455,Toyota,Corolla,2005,Silver,Nigerian Used,175448,1800,Registered,Imported,lagos,2625000.0
456,Toyota,Sienna,2004,Silver,Nigerian Used,109951,3800,Registered,Registered,Lagos,2388750.0
457,Land Rover,Range Rover Sport,2010,Black,Nigerian Used,213714,5000,Registered,Registered,,5250000.0
458,Toyota,Camry,2004,Gray,Nigerian Used,156958,2400,Registered,Registered,,2100000.0
459,Toyota,Corolla,2005,Blue,Nigerian Used,198526,2000,Registered,Registered,LAGOS,1890000.0
460,Acura,RDX,2008,Black,Nigerian Used,132231,2800,Registered,Registered,Lagos,2625000.0
461,Honda,CR-V,2008,Black,Nigerian Used,361437,2400,Registered,Registered,,3536000.0
462,Lexus,RX 350,2010,Gold,Foreign Used,289917,3500,Imported,Imported,,11025000.0
463,Toyota,Camry,2007,Green,Nigerian Used,197330,2400,Registered,Imported,LAGOS,3952000.0
464,Toyota,Camry,2001,Red,Nigerian Used,330898,3000,Registered,Registered,Kano,1155000.0
465,Hyundai,Elantra,2012,Black,Nigerian Used,183568,1800,Registered,Imported,Lagos State,2730000.0
466,Toyota,Camry,2004,Black,Nigerian Used,252226,2400,Registered,Registered,,1995000.0
467,Honda,Accord,2004,Gray,Nigerian Used,247714,2400,Registered,Imported,LAGOS,3375000.0
468,Toyota,Camry,2002,Gold,Nigerian Used,434911,2400,Registered,Registered,Abuja,1872000.0
469,Toyota,Avalon,2018,Burgandy,Foreign Used,90805,3500,Imported,Imported,,12127500.0
470,Lexus,RX 330,2004,Gray,Nigerian Used,255519,,Registered,Registered,ABUJA,3837750.0
471,Mazda,6,2010,Gray,Nigerian Used,125519,2500,Registered,Imported,Lagos State,2625000.0
472,Lexus,GX,2004,Black,Nigerian Used,101483,4700,Registered,Imported,,12480000.0
473,Lexus,RX,2002,Gray,Nigerian Used,219096,3000,Registered,Imported,,2100000.0
474,Toyota,Camry,2002,Black,Nigerian Used,298049,3000,Registered,Registered,,1768000.0
475,Kia,Rio,2010,Blue,Nigerian Used,77436,1400,Registered,Brand new,LAGOS,1060000.0
476,Honda,Civic,2004,Black,Nigerian Used,197845,1700,Registered,Registered,,1872000.0
477,Toyota,Corolla,2009,Red,Nigerian Used,361618,1800,Registered,Registered,Abuja,3108000.0
478,Toyota,Sequoia,2005,Gray,Nigerian Used,322770,4700,Registered,Registered,Lagos,1575000.0
479,Honda,Civic,2010,Silver,Nigerian Used,221213,1800,Registered,Registered,ABUJA,2572500.0
480,Toyota,Matrix,2005,Silver,Nigerian Used,266854,1800,Registered,Imported,LAGOS,2205000.0
481,Toyota,Camry,2005,Gray,Nigerian Used,212452,2400,Registered,Registered,EDO,2415000.0
482,Honda,CR-V,1998,Green,Nigerian Used,282799,2000,Registered,Registered,LAGOS,1050000.0
483,Kia,Sorento,2009,Black,Nigerian Used,294953,3300,Registered,Registered,,2812500.0
484,Mercedes-Benz,M Class,2003,Silver,Nigerian Used,301714,3700,Registered,Registered,ABUJA,2100000.0
485,Acura,ILX,2018,Black,Foreign Used,59344,2400,Imported,Imported,,14700000.0
486,Toyota,Sienna,2006,Red,Nigerian Used,528008,3300,Registered,Imported,,2352000.0
487,Toyota,Sienna,2006,Silver,Nigerian Used,244659,3300,Registered,Imported,LAGOS,2310000.0
488,Toyota,RAV4,2018,Purple,Nigerian Used,50116,2500,Registered,Imported,ABUJA,14560000.0
489,Hyundai,Santa Fe,2002,Silver,Nigerian Used,181089,2700,Registered,Imported,Lagos,1575000.0
490,Toyota,Corolla,2006,Silver,Nigerian Used,264230,1600,Registered,Registered,ABUJA,2288000.0
491,Mercedes-Benz,M Class,2007,Silver,Nigerian Used,139928,3500,Registered,Registered,LAGOS,5200000.0
492,Toyota,Camry,2004,Black,Nigerian Used,151971,2400,Registered,Registered,RIVERS,1848000.0
493,Kia,Mohave,2012,Gray,Nigerian Used,208176,3800,Registered,Brand new,LAGOS,3150000.0
494,Toyota,Camry,2000,Gold,Nigerian Used,418024,1800,Registered,Registered,LAGOS,992248.0
495,Toyota,Venza,2011,Red,Nigerian Used,160659,2700,Registered,Imported,,7537500.0
496,Hyundai,Elantra,2009,Black,Nigerian Used,248853,2000,Registered,Registered,Lagos State,1680000.0
497,Toyota,Yaris,2009,Black,Nigerian Used,160137,1400,Registered,Registered,,2100000.0
498,Toyota,Camry,2003,Beige,Nigerian Used,327214,2400,Registered,Registered,,1890000.0
499,Hyundai,Genesis,2010,Black,Nigerian Used,290287,3800,Registered,Registered,ABUJA,4200000.0
500,Toyota,Camry,2009,Green,Nigerian Used,316032,2400,Registered,Imported,LAGOS,4725000.0
